Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
java,cesiumlanguagewriter,CesiumExtrapolationType,1,0,0,0,0,0,0,0,-1.0,2,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/CesiumExtrapolationType.java,9
java,cesiumlanguagewriter,CesiumStreamWriter,1,0,3,3,27,3,0,0,0.6666666666666666,8,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/CesiumStreamWriter.java,10
java,cesiumlanguagewriter,SolidColorMaterialCesiumWriter,2,1,18,17,185,18,0,0,0.2777777777777778,5,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/SolidColorMaterialCesiumWriter.java,14
java,cesiumlanguagewriter,ArticulationCesiumWriter,5,3,19,14,166,21,0,0,0.2631578947368421,2,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/ArticulationCesiumWriter.java,11
java,cesiumlanguagewriter,PolylineDashMaterialCesiumWriter,8,4,53,52,542,53,0,0,0.20754716981132076,2,5,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/PolylineDashMaterialCesiumWriter.java,16
java,cesiumlanguagewriter,ColorCesiumWriter,7,4,28,21,243,28,0,0,0.2857142857142857,27,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/ColorCesiumWriter.java,12
java,cesiumlanguagewriter,UnitSpherical,2,0,14,14,116,14,0,0,0.21428571428571427,7,4,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/UnitSpherical.java,12
java,cesiumlanguagewriter,BoundingRectangle,5,0,17,17,145,19,0,0,0.23529411764705882,3,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/BoundingRectangle.java,13
java,cesiumlanguagewriter,NearFarScalarCesiumWriter,5,3,20,15,172,20,0,0,0.3,5,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/NearFarScalarCesiumWriter.java,11
java,cesiumlanguagewriter,CesiumResourceBehavior,1,0,0,0,0,0,0,0,-1.0,12,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/CesiumResourceBehavior.java,9
java,cesiumlanguagewriter,ClockCesiumWriter,4,4,7,6,82,7,0,0,1.0,4,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/ClockCesiumWriter.java,8
java,cesiumlanguagewriter,FontCesiumWriter,5,3,17,12,146,19,0,0,0.29411764705882354,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/FontCesiumWriter.java,10
java,cesiumlanguagewriter,LeapSeconds,3,0,11,9,166,22,0,0,0.18181818181818182,2,6,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/LeapSeconds.java,16
java,cesiumlanguagewriter,LeapSeconds.LeapSecondComparer,0,0,0,0,5,0,0,0,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/LeapSeconds.java,218
java,cesiumlanguagewriter,DoubleListCesiumWriter,5,3,14,9,110,14,0,0,0.35714285714285715,1,1,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/DoubleListCesiumWriter.java,10
java,cesiumlanguagewriter,UriCesiumWriter,5,3,23,18,207,29,0,0,0.34782608695652173,4,5,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/UriCesiumWriter.java,12
java,cesiumlanguagewriter,HeightReferenceCesiumWriter,5,3,17,12,146,19,0,0,0.29411764705882354,11,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/HeightReferenceCesiumWriter.java,10
java,cesiumlanguagewriter,NodeTransformationCesiumWriter,6,3,33,32,323,33,0,0,0.2727272727272727,2,7,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/NodeTransformationCesiumWriter.java,15
java,cesiumlanguagewriter,PolylineVolumeCesiumWriter,24,12,103,102,987,103,0,0,0.2621359223300971,2,14,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/PolylineVolumeCesiumWriter.java,22
java,cesiumlanguagewriter,BoxCesiumWriter,20,10,92,91,891,92,0,0,0.25,1,14,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/BoxCesiumWriter.java,21
java,cesiumlanguagewriter,Iso8601Format,1,0,0,0,0,0,0,0,-1.0,16,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/Iso8601Format.java,9
java,cesiumlanguagewriter,ArcTypeCesiumWriter,5,3,17,12,146,19,0,0,0.29411764705882354,2,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/ArcTypeCesiumWriter.java,10
java,cesiumlanguagewriter,ViewFromCesiumWriter,5,3,19,14,162,19,0,0,0.2631578947368421,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/ViewFromCesiumWriter.java,11
java,cesiumlanguagewriter,PolylineCesiumWriter,26,13,105,104,992,105,0,0,0.2761904761904762,9,15,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/PolylineCesiumWriter.java,21
java,cesiumlanguagewriter,Matrix3By3,12,0,38,38,0,50,0,0,0.21052631578947367,2,4,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/Matrix3By3.java,12
java,cesiumlanguagewriter,MaterialCesiumWriter,10,5,18,17,141,18,0,0,0.7222222222222222,15,6,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/MaterialCesiumWriter.java,15
java,cesiumlanguagewriter,Motion1,1,0,12,12,126,22,0,0,0.16666666666666666,2,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/Motion1.java,12
java,cesiumlanguagewriter,GregorianDate,18,2,57,52,0,79,0,0,0.17543859649122806,2,14,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/GregorianDate.java,29
java,cesiumlanguagewriter,GregorianDate.Parser,10,0,0,0,0,0,0,0,-1.0,0,1,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/GregorianDate.java,49
java,cesiumlanguagewriter,CesiumStripeOrientation,1,0,0,0,0,0,0,0,-1.0,5,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/CesiumStripeOrientation.java,9
java,cesiumlanguagewriter,PositionListCesiumWriter,10,6,25,16,194,25,0,0,0.32,7,1,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/PositionListCesiumWriter.java,10
java,cesiumlanguagewriter,BillboardCesiumWriter,40,20,214,213,2124,214,0,0,0.20093457943925233,2,28,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/BillboardCesiumWriter.java,28
java,cesiumlanguagewriter,PolylineMaterialCesiumWriter,18,9,30,29,233,30,0,0,0.7,10,10,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/PolylineMaterialCesiumWriter.java,19
java,cesiumlanguagewriter,Cartesian,5,0,35,35,296,36,0,0,0.14285714285714285,24,5,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/Cartesian.java,13
java,cesiumlanguagewriter,CylinderCesiumWriter,28,14,132,131,1287,132,0,0,0.23484848484848486,1,13,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/CylinderCesiumWriter.java,21
java,cesiumlanguagewriter,BooleanCesiumWriter,5,3,17,12,146,19,0,0,0.29411764705882354,26,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/BooleanCesiumWriter.java,10
java,cesiumlanguagewriter,EyeOffsetCesiumWriter,5,3,19,14,162,19,0,0,0.2631578947368421,2,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/EyeOffsetCesiumWriter.java,11
java,cesiumlanguagewriter,CesiumImageFormat,1,0,0,0,0,0,0,0,-1.0,7,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/CesiumImageFormat.java,9
java,cesiumlanguagewriter,LineCountCesiumWriter,5,3,20,15,170,20,0,0,0.25,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/LineCountCesiumWriter.java,11
java,cesiumlanguagewriter,LabelStyleCesiumWriter,5,3,17,12,146,19,0,0,0.29411764705882354,2,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/LabelStyleCesiumWriter.java,10
java,cesiumlanguagewriter,Constants,27,27,1,0,115,1,0,0,0.0,1,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/Constants.java,6
java,cesiumlanguagewriter,PointCesiumWriter,20,10,112,111,1125,112,0,0,0.20535714285714285,1,11,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/PointCesiumWriter.java,19
java,cesiumlanguagewriter,CesiumColorBlendMode,1,0,0,0,0,0,0,0,-1.0,5,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/CesiumColorBlendMode.java,9
java,cesiumlanguagewriter.advanced,CesiumInterpolatableWriterAdaptor,7,0,23,23,219,27,18,4,0.0,1,8,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumInterpolatableWriterAdaptor.java,13
java,cesiumlanguagewriter.advanced,CesiumInterpolatableWriterAdaptor.MultipleIntervalsAdaptor,2,0,0,0,37,0,0,3,-1.0,0,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumInterpolatableWriterAdaptor.java,244
java,cesiumlanguagewriter.advanced,ICesiumValuePropertyWriter,0,0,1,0,11,1,2,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumClassificationTypeValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumClassificationTypeValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumStripeOrientationValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumStripeOrientationValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumDeletablePropertyWriter,0,0,1,0,10,1,2,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumDeletablePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumReferenceListValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumReferenceListValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumVelocityReferenceValuePropertyWriter,0,0,4,0,27,4,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumVelocityReferenceValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumSphericalValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumSphericalValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumArcTypeValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumArcTypeValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumFontValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumFontValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumCartographicRadiansListValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartographicRadiansListValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumCartesian3ValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartesian3ValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumStringValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumStringValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumSensorVolumePortionToDisplayValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumSensorVolumePortionToDisplayValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartographicDegreesValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartographicDegreesValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,ICesiumShadowModeValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumShadowModeValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,ICesiumIntegerValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumIntegerValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,CesiumReferenceListOfListsValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumReferenceListOfListsValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartographicDegreesListValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartographicDegreesListValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumCartesian3ListValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartesian3ListValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumVelocityReferenceValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumVelocityReferenceValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartesian3VelocityValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartesian3VelocityValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,CesiumRgbaValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumRgbaValuePropertyAdaptor.java,9
java,cesiumlanguagewriter.advanced,ICesiumHorizontalOriginValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumHorizontalOriginValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,CesiumBoundingRectangleValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumBoundingRectangleValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumDistanceDisplayConditionValuePropertyWriter,0,0,4,0,30,4,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumDistanceDisplayConditionValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,CesiumValuePropertyAdaptors,0,0,117,115,777,117,0,0,-1.0,0,49,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumValuePropertyAdaptors.java,13
java,cesiumlanguagewriter.advanced,CesiumCornerTypeValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCornerTypeValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteDeleteCallback,1,0,7,7,93,7,1,0,0.7142857142857143,51,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWriterAdaptorWriteDeleteCallback.java,9
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteDeleteCallback.Function,0,0,0,0,11,0,0,0,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWriterAdaptorWriteDeleteCallback.java,90
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteDeleteCallback.FunctionImpl,1,0,0,0,17,0,0,1,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumWriterAdaptorWriteDeleteCallback.java,103
java,cesiumlanguagewriter.advanced,CesiumDoubleValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumDoubleValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumUnitQuaternionValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumUnitQuaternionValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumCartesian3ListOfListsValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartesian3ListOfListsValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartesian3ValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartesian3ValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,ICesiumWriterAdaptor,0,0,1,0,10,1,2,0,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumWriterAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumReferenceListValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumReferenceListValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CachingCesiumUriResolver,6,2,5,5,89,13,0,1,0.4,1,4,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CachingCesiumUriResolver.java,15
java,cesiumlanguagewriter.advanced,CachingCesiumUriResolver.CacheItem,2,2,0,0,8,0,0,0,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CachingCesiumUriResolver.java,113
java,cesiumlanguagewriter.advanced,CesiumHorizontalOriginValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumHorizontalOriginValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumCartographicRadiansListValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumCartographicRadiansListValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,ICesiumUnitCartesian3ListValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumUnitCartesian3ListValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumFormattingHelper,2,0,26,23,0,91,0,0,0.7307692307692307,4,11,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumFormattingHelper.java,23
java,cesiumlanguagewriter.advanced,PassThroughCesiumUriResolver,1,0,2,2,20,2,0,1,1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/PassThroughCesiumUriResolver.java,8
java,cesiumlanguagewriter.advanced,CesiumUnitCartesian3ValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumUnitCartesian3ValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumInterpolatableValuePropertyWriter,0,0,1,0,14,1,1,3,-1.0,2,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumInterpolatableValuePropertyWriter.java,8
java,cesiumlanguagewriter.advanced,CesiumLabelStyleValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumLabelStyleValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,CesiumElementWriter,1,0,9,5,82,14,1,1,0.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumElementWriter.java,11
java,cesiumlanguagewriter.advanced,ICesiumElementWriter,0,0,4,0,25,4,3,0,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumElementWriter.java,9
java,cesiumlanguagewriter.advanced,CesiumCartographicRadiansValuePropertyAdaptor,0,0,1,1,16,1,0,5,-1.0,1,3,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartographicRadiansValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumDoubleListValuePropertyWriter,0,0,1,0,10,1,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumDoubleListValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,ICesiumReferenceValuePropertyWriter,0,0,4,0,27,4,0,2,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumReferenceValuePropertyWriter.java,7
java,cesiumlanguagewriter.advanced,CesiumPropertyWriter,6,0,25,16,0,35,1,2,0.12,0,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumPropertyWriter.java,13
java,cesiumlanguagewriter.advanced,CesiumPropertyWriter.ElementType,1,0,0,0,0,0,0,0,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumPropertyWriter.java,217
java,cesiumlanguagewriter.advanced,ICesiumBoundingRectangleValuePropertyWriter,0,0,3,0,24,3,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumBoundingRectangleValuePropertyWriter.java,9
java,cesiumlanguagewriter.advanced,CesiumCartographicRadiansListOfListsValuePropertyAdaptor,0,0,1,1,15,1,0,4,-1.0,1,2,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/CesiumCartographicRadiansListOfListsValuePropertyAdaptor.java,8
java,cesiumlanguagewriter.advanced,ICesiumNearFarScalarValuePropertyWriter,0,0,4,0,32,4,0,3,-1.0,0,0,/Users/smeetpatel/Downloads/Designite/./java/CesiumLanguageWriter/translatedSrc/cesiumlanguagewriter/advanced/ICesiumNearFarScalarValuePropertyWriter.java,9
