Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
java,cesiumlanguagewriter,CesiumImageFormat,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter,LineCountCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Cartesian2PropertyName; ReferencePropertyName; DeletePropertyName; m_asCartesian2; m_asReference
java,cesiumlanguagewriter,LabelStyleCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LabelStylePropertyName; ReferencePropertyName; DeletePropertyName; m_asLabelStyle; m_asReference
java,cesiumlanguagewriter,Constants,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Epsilon1; Epsilon2; Epsilon3; Epsilon4; Epsilon5; Epsilon6; Epsilon7; Epsilon8; Epsilon9; Epsilon10; Epsilon11; Epsilon12; Epsilon13; Epsilon14; Epsilon15; Epsilon16; Epsilon17; Epsilon18; Epsilon19; Epsilon20; QuarterPi; HalfPi; TwoPi; FourPi; ThreeHalvesPi; RadiansPerDegree; DegreesPerRadian
java,cesiumlanguagewriter,PointCesiumWriter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ShowPropertyName; PixelSizePropertyName; HeightReferencePropertyName; ColorPropertyName; OutlineColorPropertyName; OutlineWidthPropertyName; ScaleByDistancePropertyName; TranslucencyByDistancePropertyName; DistanceDisplayConditionPropertyName; DisableDepthTestDistancePropertyName; m_show; m_pixelSize; m_heightReference; m_color; m_outlineColor; m_outlineWidth; m_scaleByDistance; m_translucencyByDistance; m_distanceDisplayCondition; m_disableDepthTestDistance
java,cesiumlanguagewriter,PointCesiumWriter,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 111 public methods
java,cesiumlanguagewriter,CesiumColorBlendMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter.advanced,CesiumInterpolatableWriterAdaptor,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: CesiumSphericalValuePropertyAdaptor; CesiumCartesian3ValuePropertyAdaptor; CesiumRgbaValuePropertyAdaptor; CesiumBoundingRectangleValuePropertyAdaptor; CesiumDoubleValuePropertyAdaptor; CesiumUnitQuaternionValuePropertyAdaptor; CesiumUnitCartesian3ValuePropertyAdaptor; CesiumCartographicRadiansValuePropertyAdaptor; CesiumUnitSphericalValuePropertyAdaptor; CesiumCartesian2ValuePropertyAdaptor; CesiumCartographicDegreesValuePropertyAdaptor; CesiumCartesian3VelocityValuePropertyAdaptor; CesiumRgbafValuePropertyAdaptor; CesiumDistanceDisplayConditionValuePropertyAdaptor; CesiumCartographicRectangleRadiansValuePropertyAdaptor; CesiumIntegerValuePropertyAdaptor; CesiumCartographicRectangleDegreesValuePropertyAdaptor; CesiumNearFarScalarValuePropertyAdaptor
java,cesiumlanguagewriter.advanced,CesiumInterpolatableWriterAdaptor,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
java,cesiumlanguagewriter.advanced,CesiumInterpolatableWriterAdaptor.MultipleIntervalsAdaptor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: m_intervalAdaptor; m_parent
java,cesiumlanguagewriter.advanced,CesiumInterpolatableWriterAdaptor.MultipleIntervalsAdaptor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumClassificationTypeValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumStripeOrientationValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumReferenceListValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumVelocityReferenceValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumSphericalValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumArcTypeValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumFontValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumCartographicRadiansListValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumCartesian3ValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumStringValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumSensorVolumePortionToDisplayValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumCartographicDegreesValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumShadowModeValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumIntegerValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumReferenceListOfListsValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumCartographicDegreesListValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumCartesian3ListValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumVelocityReferenceValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumCartesian3VelocityValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumRgbaValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumHorizontalOriginValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumBoundingRectangleValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumDistanceDisplayConditionValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumValuePropertyAdaptors,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumValuePropertyAdaptors,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 115 public methods
java,cesiumlanguagewriter.advanced,CesiumCornerTypeValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteDeleteCallback.Function,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteDeleteCallback.FunctionImpl,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: f
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteDeleteCallback.FunctionImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumDoubleValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumUnitQuaternionValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumCartesian3ListOfListsValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumCartesian3ValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumReferenceListValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CachingCesiumUriResolver,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: s_threadLocalInstance; m_max; m_dictionary; m_lruList; SourceUri; ResolvedUri
java,cesiumlanguagewriter.advanced,CachingCesiumUriResolver,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: CesiumFormattingHelper; CachingCesiumUriResolver
java,cesiumlanguagewriter.advanced,CachingCesiumUriResolver.CacheItem,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: SourceUri; ResolvedUri
java,cesiumlanguagewriter.advanced,CachingCesiumUriResolver.CacheItem,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CachingCesiumUriResolver.CacheItem,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SourceUri; ResolvedUri
java,cesiumlanguagewriter.advanced,CesiumHorizontalOriginValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumCartographicRadiansListValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumUnitCartesian3ListValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumFormattingHelper,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
java,cesiumlanguagewriter.advanced,PassThroughCesiumUriResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumUnitCartesian3ValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumLabelStyleValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumCartographicRadiansValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumDoubleListValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumReferenceValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumPropertyWriter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumElementWriter; ICesiumPropertyWriter
java,cesiumlanguagewriter.advanced,CesiumPropertyWriter.ElementType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
java,cesiumlanguagewriter.advanced,CesiumPropertyWriter.ElementType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumBoundingRectangleValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumCartographicRadiansListOfListsValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumNearFarScalarValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumCartesian3ListOfListsValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumColorBlendModeValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumUnitSphericalValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumSphericalValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumCartesian2ValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteSamplesCallback.Function,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteSamplesCallback.FunctionImpl,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: f
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteSamplesCallback.FunctionImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptor,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: CesiumClassificationTypeValuePropertyAdaptor; CesiumReferenceListValuePropertyAdaptor; CesiumArcTypeValuePropertyAdaptor; CesiumCartographicRadiansListValuePropertyAdaptor; CesiumStringValuePropertyAdaptor; CesiumReferenceListOfListsValuePropertyAdaptor; CesiumCartesian3ListValuePropertyAdaptor; CesiumVelocityReferenceValuePropertyAdaptor; CesiumCornerTypeValuePropertyAdaptor; CesiumCartesian3ListOfListsValuePropertyAdaptor; CesiumHorizontalOriginValuePropertyAdaptor; CesiumLabelStyleValuePropertyAdaptor; CesiumCartographicRadiansListOfListsValuePropertyAdaptor; CesiumColorBlendModeValuePropertyAdaptor; CesiumFontValuePropertyAdaptor; CesiumUriValuePropertyAdaptor; CesiumSphericalListValuePropertyAdaptor; CesiumBooleanValuePropertyAdaptor; CesiumCartographicDegreesListOfListsValuePropertyAdaptor; CesiumShadowModeValuePropertyAdaptor; CesiumUnitCartesian3ListValuePropertyAdaptor; CesiumSensorVolumePortionToDisplayValuePropertyAdaptor; CesiumUnitSphericalListValuePropertyAdaptor; CesiumHeightReferenceValuePropertyAdaptor; CesiumStripeOrientationValuePropertyAdaptor; CesiumCartesian2ListValuePropertyAdaptor; CesiumVerticalOriginValuePropertyAdaptor; CesiumReferenceValuePropertyAdaptor; CesiumDoubleListValuePropertyAdaptor; CesiumCartographicDegreesListValuePropertyAdaptor
java,cesiumlanguagewriter.advanced,CesiumCartographicDegreesValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumCartographicRectangleDegreesValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumCartesian3VelocityValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumRgbafValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumUnitQuaternionValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumRgbaValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumFontValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumUriValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumCornerTypeValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumVerticalOriginValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumSphericalListValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumCartographicRadiansListOfListsValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumBooleanValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumDistanceDisplayConditionValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumCartographicDegreesListOfListsValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumColorBlendModeValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteCallback.Function,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteCallback.FunctionImpl,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: f
java,cesiumlanguagewriter.advanced,CesiumWriterAdaptorWriteCallback.FunctionImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumRgbafValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumArcTypeValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumShadowModeValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumClassificationTypeValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumUnitCartesian3ListValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumStringValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumCartographicRectangleRadiansValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumHeightReferenceValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumInterpolatableIntervalListWriter,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: openInterval
java,cesiumlanguagewriter.advanced,CesiumWritingHelper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumWritingHelper,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MaximumInterval
java,cesiumlanguagewriter.advanced,CesiumWritingHelper,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 50 public methods
java,cesiumlanguagewriter.advanced,ICesiumInterpolatablePropertyWriter,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: ICesiumCartographicDegreesValuePropertyWriter; ICesiumIntegerValuePropertyWriter; ICesiumCartesian3VelocityValuePropertyWriter; ICesiumDistanceDisplayConditionValuePropertyWriter; ICesiumCartesian3ValuePropertyWriter; ICesiumInterpolatableValuePropertyWriter; ICesiumBoundingRectangleValuePropertyWriter; ICesiumNearFarScalarValuePropertyWriter; ICesiumSphericalValuePropertyWriter; ICesiumCartographicRectangleDegreesValuePropertyWriter; ICesiumUnitQuaternionValuePropertyWriter; ICesiumRgbaValuePropertyWriter; ICesiumRgbafValuePropertyWriter; ICesiumCartographicRectangleRadiansValuePropertyWriter; ICesiumDoubleValuePropertyWriter; ICesiumUnitSphericalValuePropertyWriter; ICesiumUnitCartesian3ValuePropertyWriter; ICesiumCartographicRadiansValuePropertyWriter; CesiumInterpolatablePropertyWriter; ICesiumCartesian2ValuePropertyWriter
java,cesiumlanguagewriter.advanced,ICesiumCartographicRectangleRadiansValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumBooleanValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumIntegerValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,ICesiumDoubleValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumLabelStyleValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,ICesiumCartesian3ListValuePropertyWriter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java,cesiumlanguagewriter.advanced,CesiumCartographicRectangleDegreesValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumInterpolatableWriterAdaptor
java,cesiumlanguagewriter.advanced,CesiumSensorVolumePortionToDisplayValuePropertyAdaptor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): CesiumWriterAdaptor
